source,raw_text,Score
"stackoverflow","What is the difference between a 'closure' and a 'lambda'?","1005"
"stackoverflow","Flexbox: center horizontally and vertically","1004"
"stackoverflow","How to identify which OS Python is running on","1004"
"stackoverflow","Is there a list of Pytz Timezones?","1004"
"stackoverflow","Remove empty strings from a list of strings","1004"
"stackoverflow","Generate a Hash from string in Javascript","1004"
"stackoverflow","Read a file line by line assigning the value to a variable","1004"
"stackoverflow","jQuery get value of select onChange","1003"
"stackoverflow","How do I force my .NET application to run as administrator?","1003"
"stackoverflow","How do I remove version tracking from a project cloned from git?","1003"
"stackoverflow","Ship an application with a database","1003"
"stackoverflow","In a Bash script, how can I exit the entire script if a certain condition occurs?","1003"
"stackoverflow","How are iloc and loc different?","1002"
"stackoverflow","How to draw checkbox or tick mark in GitHub Markdown table?","1002"
"stackoverflow","Peak detection in a 2D array","1002"
"stackoverflow","How do I update/upgrade pip itself from inside my virtual environment?","1002"
"stackoverflow","Why should C++ programmers minimize use of 'new'?","1002"
"stackoverflow","How do I concatenate strings and variables in PowerShell?","1001"
"stackoverflow","How to list all Git tags?","1001"
"stackoverflow","Update a table using JOIN in SQL Server?","1000"
"stackoverflow","How to ignore certain files in Git","1000"
"stackoverflow","Does JavaScript guarantee object property order?","1000"
"stackoverflow","Auto Scale TextView Text to Fit within Bounds","999"
"stackoverflow","List comprehension vs map","998"
"stackoverflow","There is no tracking information for the current branch","997"
"stackoverflow","Obfuscated C Code Contest 2006. Please explain sykes2.c","997"
"stackoverflow","What does %w(array) mean?","997"
"stackoverflow","Why is it bad style to `rescue Exception => e` in Ruby?","997"
"stackoverflow","Query for documents where array size is greater than 1","997"
"stackoverflow","How do I replace NA values with zeros in an R dataframe?","997"
"stackoverflow","Get key by value in dictionary","996"
"stackoverflow","How do I write a correct micro-benchmark in Java?","996"
"stackoverflow","What does ""connection reset by peer"" mean?","996"
"stackoverflow","How to set focus on an input field after rendering?","995"
"stackoverflow","Converting string to byte array in C#","995"
"stackoverflow","SQL JOIN: what is the difference between WHERE clause and ON clause?","995"
"stackoverflow","Accessing an object property with a dynamically-computed name","995"
"stackoverflow","Can I write a CSS selector selecting elements NOT having a certain class or attribute?","995"
"stackoverflow","If a folder does not exist, create it","995"
"stackoverflow","What's the difference between map() and flatMap() methods in Java 8?","994"
"stackoverflow","How can I open a Bootstrap modal window using jQuery?","994"
"stackoverflow","How can I use Python to get the system hostname?","994"
"stackoverflow","Proper use of 'yield return'","994"
"stackoverflow","What are the new features in C++17?","993"
"stackoverflow","split a string on newlines in .NET","993"
"stackoverflow","onActivityResult is not being called in Fragment","993"
"stackoverflow","What is the difference between the GNU Makefile variable assignments =, ?=, := and +=?","992"
"stackoverflow","What does -> mean in Python function definitions?","991"
"stackoverflow","Link to the issue number on GitHub within a commit message","991"
"stackoverflow","URL encoding the space character: + or %20?","991"
"stackoverflow","Swift Beta performance: sorting arrays","990"
"stackoverflow","Sql Server 'Saving changes is not permitted' error ► Prevent saving changes that require table re-creation","990"
"stackoverflow","How do I delete everything in Redis?","989"
"stackoverflow","What is the best project structure for a Python application?","989"
"stackoverflow","How to list the properties of a JavaScript object?","989"
"stackoverflow","When and how should I use a ThreadLocal variable?","989"
"stackoverflow","Creating a new DOM element from an HTML string using built-in DOM methods or Prototype","989"
"stackoverflow","How do you format code in Visual Studio Code (VSCode)?","988"
"stackoverflow","An invalid form control with name='' is not focusable","988"
"stackoverflow","Docker how to change repository name or rename image?","988"
"stackoverflow","how do *you* calculate/approximate Big O?","988"
"stackoverflow","See :hover state in Chrome Developer Tools","988"
"stackoverflow","Passing additional variables from command line to make","988"
"stackoverflow","How do I convert struct System.Byte byte[] to a System.IO.Stream object in C#?","988"
"stackoverflow","How do I detect whether a variable is a function?","987"
"stackoverflow","How to allow only numeric (0-9) in HTML  inputbox using jQuery?","987"
"stackoverflow","How can I make git accept a self signed certificate?","986"
"stackoverflow","How are lambdas useful?","986"
"stackoverflow","How can I compare numbers in Bash?","986"
"stackoverflow","How can I open multiple files using ""with open"" in Python?","986"
"stackoverflow","JSLint is suddenly reporting: Use the function form of ""use strict""","986"
"stackoverflow","How to center a ""position: absolute"" element","986"
"stackoverflow","Error ""ImportError: No module named requests""","985"
"stackoverflow","What does the ""at"" (@) symbol do in Python?","985"
"stackoverflow","jQuery disable/enable submit button","985"
"stackoverflow","What is the Python equivalent for a case/switch statement?","983"
"stackoverflow","How do I display a local image in Markdown?","983"
"stackoverflow","TINYTEXT, TEXT, MEDIUMTEXT, and LONGTEXT maximum storage sizes","983"
"stackoverflow","What do __init__ and self do in Python?","982"
"stackoverflow","Is there any standard for JSON API response format?","981"
"stackoverflow","Difference between 'struct' and 'typedef struct' in C++?","981"
"stackoverflow","How do I use Assert to verify that an exception has been thrown with MSTest?","981"
"stackoverflow","Why use pip over easy_install?","981"
"stackoverflow","open() in Python does not create a file if it doesn't exist","981"
"stackoverflow","How to download Xcode DMG or XIP file?","980"
"stackoverflow","How to iterate a loop with index and element in Swift","979"
"stackoverflow","What is a clean ""pythonic"" way to implement multiple constructors?","979"
"stackoverflow","How to align a <div> to the middle (horizontally/width) of the page","978"
"stackoverflow","Difference between malloc and calloc?","978"
"stackoverflow","Why does ""npm install"" rewrite package-lock.json?","977"
"stackoverflow","""INSERT IGNORE"" vs ""INSERT ... ON DUPLICATE KEY UPDATE""","977"
"stackoverflow","Find a value in a list","977"
"stackoverflow","Removing Conda environment","976"
"stackoverflow","Call child method from parent","976"
"stackoverflow","When is a CDATA section necessary within a script tag?","976"
"stackoverflow","What is thread safe or non-thread safe in PHP?","976"
"stackoverflow","Reliable way for a Bash script to get the full path to itself","976"
"stackoverflow","How can I cherry-pick only changes to certain files?","976"
"stackoverflow","How to see normal stdout/stderr console print() output from code during a pytest run?","975"
"stackoverflow","Changing the color of an hr element","975"
"stackoverflow","How to convert Set to Array?","975"
"stackoverflow","What file uses .md extension and how should I edit them?","975"
"stackoverflow","Get the full URL in PHP","975"
"stackoverflow","What is the role of the bias in neural networks?","975"
"stackoverflow","What are the differences between ""="" and ""<-"" assignment operators?","975"
"stackoverflow","How to specify the download location with wget?","975"
"stackoverflow","How to split a string into an array in Bash?","975"
"stackoverflow","Saving UTF-8 texts with json.dumps as UTF-8, not as a \u escape sequence","974"
"stackoverflow","Failed to load the JNI shared Library (JDK)","974"
"stackoverflow","How can I run multiple npm scripts in parallel?","973"
"stackoverflow","How to force image resize and keep aspect ratio?","973"
"stackoverflow","Should CSS always precede JavaScript?","973"
"stackoverflow","Scanner is skipping nextLine() after using next() or nextFoo()?","972"
"stackoverflow","How can I alias a default import in JavaScript?","972"
"stackoverflow","How to properly ignore exceptions","972"
"stackoverflow","How to see docker image contents","972"
"stackoverflow","Sending email in .NET through Gmail","972"
"stackoverflow","Error java.lang.OutOfMemoryError: GC overhead limit exceeded","972"
"stackoverflow","Reading settings from app.config or web.config in .NET","972"
"stackoverflow","Strangest language feature","972"
"stackoverflow","Purpose of ""%matplotlib inline""","971"
"stackoverflow","How do you sort a dictionary by value?","971"
"stackoverflow","How do you count the lines of code in a Visual Studio solution?","971"
"stackoverflow","What are the special dollar sign shell variables?","971"
"stackoverflow","How to initialize an array's length in JavaScript?","970"
"stackoverflow","python exception message capturing","970"
"stackoverflow","How do I convert a string to a number in PHP?","970"
"stackoverflow","What’s the difference between ""Array()"" and ""[]"" while declaring a JavaScript array?","970"
"stackoverflow","Does C# have extension properties?","970"
"stackoverflow","When to use .First and when to use .FirstOrDefault with LINQ?","970"
"stackoverflow","How to import the class within the same directory or sub directory?","970"
